cusip,assets_nis_1000s,assets_usd,assets_usd_mn
1130772.0,240547.0,66874339.73,66.87
1130780.0,58691.0,16316652.77,16.32
1130798.0,230997.0,64219349.46,64.22
1130806.0,7539.0,2095913.26,2.1
1131051.0,17750.0,4934667.78,4.93
1131143.0,5911.0,1643313.87,1.64
1131465.0,81202.0,22574923.55,22.57
1131473.0,75485.0,20985543.51,20.99
1131481.0,29043.0,8074228.52,8.07
1131499.0,72222.0,20078398.67,20.08
1132240.0,190039.0,52832638.31,52.83
1132257.0,991.0,275507.37,0.28
1132265.0,515257.0,143246316.37,143.25
1132273.0,561.0,155963.3,0.16
1132554.0,94444.0,26256324.72,26.26
1132992.0,33824.0,9403391.72,9.4
1133008.0,54011.0,15015568.53,15.02
1133016.0,16246.0,4516541.56,4.52
1133024.0,21266.0,5912149.01,5.91
1133156.0,19979.0,5554350.85,5.55
1133677.0,38138.0,10602724.49,10.6
1134055.0,67959.0,18893244.37,18.89
1134667.0,126862.0,35268835.14,35.27
1134675.0,9405.0,2614678.9,2.61
1134683.0,31374.0,8722268.56,8.72
1134691.0,33075.0,9195162.64,9.2
1134717.0,33882.0,9419516.26,9.42
1135508.0,1341.0,372810.68,0.37
1137587.0,87108.0,24216847.37,24.22
1137595.0,115318.0,32059494.02,32.06
1137603.0,505.0,140394.77,0.14
1137611.0,46500.0,12927439.53,12.93
1137629.0,138643.0,38544064.5,38.54
1137637.0,2031.0,564637.2,0.56
1137959.0,18124.0,5038643.31,5.04
1137967.0,54224.0,15074784.54,15.07
1138320.0,92958.0,25843202.67,25.84
1138338.0,1796.0,499304.98,0.5
1138957.0,21659.0,6021406.73,6.02
1139021.0,19686.0,5472894.08,5.47
1139039.0,64275.0,17869057.55,17.87
1139401.0,126505.0,35169585.77,35.17
1140060.0,40050.0,11134278.57,11.13
1091818.0,2685744.0,746662218.52,746.66
1097815.0,265095.0,73698915.76,73.7
1091826.0,2165763.0,602102585.49,602.1
1097807.0,156917.0,43624409.23,43.62
1105386.0,733492.0,203917709.2,203.92
1107028.0,52846.0,14691687.52,14.69
1108679.0,88086.0,24488740.62,24.49
1109305.0,298539.0,82996663.89,83.0
1107572.0,20895.0,5809007.51,5.81
1099233.0,78702.0,21879899.92,21.88
